 Cost Rank , PLID (Masked) , Vms Top Name , VMS Units,,,,,,,,,,,,
5,WIRELESS ACCESS POINT WiFi6 (Internal Antenna) Indoor,Transportation,357,393,"1,007",161,318,"3,562",359,816,460,208,364,835,405
5,WIRELESS ACCESS POINT WiFi6 (Internal Antenna) Indoor,Unknown,"19,840","28,558","25,481","16,007","15,538","12,075","14,990","14,357","13,506","15,496","18,941","11,034","12,545"
5,WIRELESS ACCESS POINT WiFi6 (Internal Antenna) Indoor,Wholesale/Distribution,765,749,505,"1,307","1,090",437,"1,169",830,986,958,542,419,508
7,SWITCH Enterprise 48-Port Fiber (Non-PoE),Education- Public/Private,7,19,12,2,10,47,33,25,9,10,14,12,13
7,SWITCH Enterprise 48-Port Fiber (Non-PoE),Energy/Utilities,16,25,34,47,6,13,32,43,50,15,24,20,48
7,SWITCH Enterprise 48-Port Fiber (Non-PoE),Financial Services,46,166,37,62,27,55,32,78,43,69,24,92,30
7,SWITCH Enterprise 48-Port Fiber (Non-PoE),Government,"1,853",756,852,"1,627","2,913",679,844,"1,782","1,810","1,119","1,147","1,502","1,877"
7,SWITCH Enterprise 48-Port Fiber (Non-PoE),Health Care,12,11,8,1,4,2,9,8,3,1,2,10,6
7,SWITCH Enterprise 48-Port Fiber (Non-PoE),Hospitality/Hotels & Leisure,3,0,12,8,16,13,11,9,11,5,8,12,1
7,SWITCH Enterprise 48-Port Fiber (Non-PoE),Manufacturing,155,108,220,148,189,209,133,202,290,255,147,162,186
7,SWITCH Enterprise 48-Port Fiber (Non-PoE),Media/Entertainment,8,79,6,31,22,6,11,10,12,2,8,4,10
7,SWITCH Enterprise 48-Port Fiber (Non-PoE),Professional Services,35,54,38,104,44,120,75,94,161,70,147,152,112
7,SWITCH Enterprise 48-Port Fiber (Non-PoE),Retail,15,9,-1,40,36,11,7,23,26,32,26,12,48
7,SWITCH Enterprise 48-Port Fiber (Non-PoE),Service Provider,10,20,6,72,135,20,101,39,29,59,28,70,92
7,SWITCH Enterprise 48-Port Fiber (Non-PoE),Technical Services,51,70,52,146,86,75,142,247,113,79,101,113,75
7,SWITCH Enterprise 48-Port Fiber (Non-PoE),Transportation,17,5,14,7,4,12,10,9,16,19,12,33,9
7,SWITCH Enterprise 48-Port Fiber (Non-PoE),Unknown,594,356,308,130,253,387,242,258,317,446,384,300,506
7,SWITCH Enterprise 48-Port Fiber (Non-PoE),Wholesale/Distribution,76,37,157,41,25,-3,37,102,21,15,21,19,22
8,SWITCH Enterprise 25G Fiber,Education- Public/Private,157,135,147,93,142,115,166,257,128,158,114,257,95
8,SWITCH Enterprise 25G Fiber,Energy/Utilities,48,16,169,112,93,107,73,123,108,83,90,122,155
8,SWITCH Enterprise 25G Fiber,Financial Services,92,156,123,205,149,121,125,166,144,266,236,341,336
8,SWITCH Enterprise 25G Fiber,Government,431,554,361,601,644,337,608,605,774,796,647,"1,167",944
8,SWITCH Enterprise 25G Fiber,Health Care,20,40,21,24,42,65,23,71,20,27,68,64,39
8,SWITCH Enterprise 25G Fiber,Hospitality/Hotels & Leisure,3,4,8,6,12,7,1,4,8,15,7,3,2
8,SWITCH Enterprise 25G Fiber,Manufacturing,184,174,291,401,297,313,315,393,416,353,468,458,418
8,SWITCH Enterprise 25G Fiber,Media/Entertainment,32,13,27,70,37,63,29,45,91,15,79,63,44
8,SWITCH Enterprise 25G Fiber,Professional Services,109,243,137,262,141,201,176,343,141,194,309,297,173
8,SWITCH Enterprise 25G Fiber,Retail,66,29,69,50,32,30,31,65,29,37,32,52,44
8,SWITCH Enterprise 25G Fiber,Service Provider,16,31,30,49,35,105,29,48,70,67,17,25,71
8,SWITCH Enterprise 25G Fiber,Technical Services,158,24,130,69,123,114,54,177,116,255,201,187,160
8,SWITCH Enterprise 25G Fiber,Transportation,88,43,72,90,77,23,37,90,108,90,33,51,101
8,SWITCH Enterprise 25G Fiber,Unknown,523,483,374,318,427,582,314,547,483,545,511,684,518
8,SWITCH Enterprise 25G Fiber,Wholesale/Distribution,20,34,27,71,19,47,36,72,115,117,53,61,36
9,SWITCH Enterprise 24-Port UPOE,Education- Public/Private,163,138,104,65,111,30,56,77,53,41,83,108,47
9,SWITCH Enterprise 24-Port UPOE,Energy/Utilities,394,285,101,85,319,78,81,203,305,188,95,437,153
9,SWITCH Enterprise 24-Port UPOE,Financial Services,110,84,46,174,146,95,129,97,793,133,160,139,99
9,SWITCH Enterprise 24-Port UPOE,Government,"1,202",938,"1,247","1,191","2,299",461,546,546,861,610,619,670,"1,608"
9,SWITCH Enterprise 24-Port UPOE,Health Care,27,45,13,17,17,27,140,96,24,105,39,235,39
9,SWITCH Enterprise 24-Port UPOE,Hospitality/Hotels & Leisure,152,12,47,64,12,12,0,11,70,91,29,8,2
9,SWITCH Enterprise 24-Port UPOE,Manufacturing,537,"1,206",293,378,213,192,187,374,236,276,358,443,263
9,SWITCH Enterprise 24-Port UPOE,Media/Entertainment,19,116,25,72,16,33,117,120,90,224,54,49,108
9,SWITCH Enterprise 24-Port UPOE,Professional Services,534,144,379,-2,240,115,314,290,517,235,131,241,552
9,SWITCH Enterprise 24-Port UPOE,Retail,69,66,47,40,8,82,72,18,7,77,54,156,-14
9,SWITCH Enterprise 24-Port UPOE,Service Provider,12,4,55,56,32,7,5,1,63,6,7,3,5
9,SWITCH Enterprise 24-Port UPOE,Technical Services,58,18,91,247,"1,085",160,90,119,119,27,69,74,64
9,SWITCH Enterprise 24-Port UPOE,Transportation,61,145,64,76,24,20,69,74,42,8,57,134,146
9,SWITCH Enterprise 24-Port UPOE,Unknown,316,220,328,192,77,159,185,141,424,250,391,255,208
9,SWITCH Enterprise 24-Port UPOE,Wholesale/Distribution,40,13,24,32,17,44,37,47,40,38,15,11,22
10,ROUTER Enterprise Edge 10G/40G,Education- Public/Private,4,7,12,11,12,19,5,7,13,0,10,12,2
10,ROUTER Enterprise Edge 10G/40G,Energy/Utilities,14,2,16,9,21,2,10,13,24,0,15,14,4
10,ROUTER Enterprise Edge 10G/40G,Financial Services,58,95,99,131,48,85,102,72,106,207,135,148,175
10,ROUTER Enterprise Edge 10G/40G,Government,72,69,85,73,138,24,117,85,146,62,466,154,119
10,ROUTER Enterprise Edge 10G/40G,Health Care,8,11,23,8,8,25,12,44,16,41,14,20,27
10,ROUTER Enterprise Edge 10G/40G,Hospitality/Hotels & Leisure,,,2,0,4,23,,4,0,,2,0,6
10,ROUTER Enterprise Edge 10G/40G,Manufacturing,30,31,92,49,36,59,53,98,45,57,56,48,37
10,ROUTER Enterprise Edge 10G/40G,Media/Entertainment,8,8,20,13,9,8,9,6,3,4,9,12,34
10,ROUTER Enterprise Edge 10G/40G,Professional Services,23,35,21,66,28,39,54,48,21,74,42,18,31
10,ROUTER Enterprise Edge 10G/40G,Retail,17,8,2,12,0,16,13,24,16,14,20,10,13
10,ROUTER Enterprise Edge 10G/40G,Service Provider,8,50,34,23,17,16,24,28,34,35,34,15,20
10,ROUTER Enterprise Edge 10G/40G,Technical Services,16,24,24,13,6,19,28,49,18,22,21,19,11
10,ROUTER Enterprise Edge 10G/40G,Transportation,4,22,2,14,13,10,12,6,10,0,10,48,13
10,ROUTER Enterprise Edge 10G/40G,Unknown,15,15,6,17,15,30,46,24,47,17,24,7,32
10,ROUTER Enterprise Edge 10G/40G,Wholesale/Distribution,10,13,2,4,0,,11,10,4,12,,7,6
11,SECURITY FIREWALL Next-Generation_2,Education- Public/Private,20,15,36,38,8,16,16,18,3,14,9,19,8
11,SECURITY FIREWALL Next-Generation_2,Energy/Utilities,2,8,1,56,2,10,12,32,3,21,24,4,13
11,SECURITY FIREWALL Next-Generation_2,Financial Services,22,41,33,79,14,40,37,48,39,29,64,51,49
11,SECURITY FIREWALL Next-Generation_2,Government,40,8,59,85,58,65,76,45,34,40,44,83,62
11,SECURITY FIREWALL Next-Generation_2,Health Care,14,6,10,14,0,14,0,10,8,15,14,10,6
11,SECURITY FIREWALL Next-Generation_2,Hospitality/Hotels & Leisure,6,0,,,,,,,,,,,
11,SECURITY FIREWALL Next-Generation_2,Manufacturing,6,12,19,22,17,36,25,11,21,20,22,20,10
11,SECURITY FIREWALL Next-Generation_2,Media/Entertainment,,,7,4,6,4,0,12,0,7,12,8,4
11,SECURITY FIREWALL Next-Generation_2,Professional Services,35,18,28,56,14,39,6,32,4,20,30,26,24
11,SECURITY FIREWALL Next-Generation_2,Retail,2,15,18,0,4,4,9,4,6,0,10,4,0
11,SECURITY FIREWALL Next-Generation_2,Service Provider,4,14,4,48,3,4,4,10,0,8,14,40,18
11,SECURITY FIREWALL Next-Generation_2,Technical Services,2,0,14,12,6,0,12,22,4,39,34,40,7
11,SECURITY FIREWALL Next-Generation_2,Transportation,,2,6,0,,2,7,0,4,4,0,8,2
11,SECURITY FIREWALL Next-Generation_2,Unknown,8,7,14,26,29,5,23,20,33,14,29,19,41
11,SECURITY FIREWALL Next-Generation_2,Wholesale/Distribution,4,4,9,4,12,2,2,0,4,5,1,0,8
12,WIRELESS ACCESS POINT WiFi6 (External Antenna) Outdoor,Education- Public/Private,192,194,128,428,78,320,163,111,43,388,127,89,144
12,WIRELESS ACCESS POINT WiFi6 (External Antenna) Outdoor,Energy/Utilities,155,672,443,656,194,244,341,168,231,437,348,352,220
12,WIRELESS ACCESS POINT WiFi6 (External Antenna) Outdoor,Financial Services,3,139,-61,238,196,448,267,342,172,258,179,281,406
12,WIRELESS ACCESS POINT WiFi6 (External Antenna) Outdoor,Government,443,916,703,544,"1,104",422,595,"1,423",381,388,553,463,427
12,WIRELESS ACCESS POINT WiFi6 (External Antenna) Outdoor,Health Care,19,31,18,44,14,53,32,108,31,25,66,9,5
12,WIRELESS ACCESS POINT WiFi6 (External Antenna) Outdoor,Hospitality/Hotels & Leisure,21,27,66,50,8,38,94,2,14,207,27,2,20
12,WIRELESS ACCESS POINT WiFi6 (External Antenna) Outdoor,Manufacturing,"1,524",828,"1,908","1,587","1,494","1,519","1,199","2,006","1,430","1,567",927,"1,150","1,751"
12,WIRELESS ACCESS POINT WiFi6 (External Antenna) Outdoor,Media/Entertainment,57,14,8,23,58,74,80,38,64,1,74,5,35
12,WIRELESS ACCESS POINT WiFi6 (External Antenna) Outdoor,Professional Services,172,288,409,473,492,613,413,215,672,327,657,400,119
12,WIRELESS ACCESS POINT WiFi6 (External Antenna) Outdoor,Retail,411,10,785,86,58,49,106,84,37,95,98,150,108
12,WIRELESS ACCESS POINT WiFi6 (External Antenna) Outdoor,Service Provider,3,7,51,16,47,85,69,18,39,30,24,12,9
12,WIRELESS ACCESS POINT WiFi6 (External Antenna) Outdoor,Technical Services,40,25,176,241,28,16,65,72,67,339,155,84,74
12,WIRELESS ACCESS POINT WiFi6 (External Antenna) Outdoor,Transportation,82,144,92,46,95,255,201,120,71,112,59,241,55
12,WIRELESS ACCESS POINT WiFi6 (External Antenna) Outdoor,Unknown,"1,673","1,313",-627,704,830,737,610,525,730,859,"1,227",807,408
12,WIRELESS ACCESS POINT WiFi6 (External Antenna) Outdoor,Wholesale/Distribution,381,81,101,209,223,160,156,156,188,131,250,311,101
13,SWITCH Core 100G Fiber,Education- Public/Private,14,74,78,37,29,113,88,39,40,52,40,89,26
13,SWITCH Core 100G Fiber,Energy/Utilities,17,20,31,13,0,9,8,13,10,5,2,7,6
13,SWITCH Core 100G Fiber,Financial Services,15,30,35,45,25,23,19,51,32,29,51,43,18
13,SWITCH Core 100G Fiber,Government,67,65,110,87,176,79,104,88,120,69,86,130,164
13,SWITCH Core 100G Fiber,Health Care,16,10,12,12,10,18,20,38,12,22,11,28,13
13,SWITCH Core 100G Fiber,Hospitality/Hotels & Leisure,0,8,0,2,2,17,,0,,,7,6,9
13,SWITCH Core 100G Fiber,Manufacturing,176,76,55,60,101,32,54,90,90,70,79,102,99
13,SWITCH Core 100G Fiber,Media/Entertainment,50,6,2,10,6,14,68,6,10,27,0,41,2
13,SWITCH Core 100G Fiber,Professional Services,12,40,15,109,19,40,20,19,17,46,54,41,35
13,SWITCH Core 100G Fiber,Retail,14,43,14,32,9,16,4,27,10,42,6,13,13
13,SWITCH Core 100G Fiber,Service Provider,45,18,10,53,7,18,11,5,33,8,6,15,14
13,SWITCH Core 100G Fiber,Technical Services,332,8,6,12,9,107,270,274,498,159,157,76,76
13,SWITCH Core 100G Fiber,Transportation,6,1,8,5,10,4,20,36,2,2,4,30,2
13,SWITCH Core 100G Fiber,Unknown,60,97,6,45,67,36,27,17,51,106,56,92,69
13,SWITCH Core 100G Fiber,Wholesale/Distribution,8,,2,6,1,0,2,10,2,8,5,5,
14,WIRELESS ACCESS POINT WiFi6E (External Antenna) Outdoor,Education- Public/Private,,,,,,,84,150,454,356,308,918,366
14,WIRELESS ACCESS POINT WiFi6E (External Antenna) Outdoor,Energy/Utilities,,,,,,,3,55,126,795,110,255,283
14,WIRELESS ACCESS POINT WiFi6E (External Antenna) Outdoor,Financial Services,,,,,,60,20,465,329,196,236,318,427
14,WIRELESS ACCESS POINT WiFi6E (External Antenna) Outdoor,Government,,,,,,,35,172,259,508,394,916,746
14,WIRELESS ACCESS POINT WiFi6E (External Antenna) Outdoor,Health Care,,,,,,,9,105,82,198,124,173,585
14,WIRELESS ACCESS POINT WiFi6E (External Antenna) Outdoor,Hospitality/Hotels & Leisure,,,,,,,,,24,2,27,1,
14,WIRELESS ACCESS POINT WiFi6E (External Antenna) Outdoor,Manufacturing,,,,,,0,128,302,795,"1,855",796,"1,895","1,573"
14,WIRELESS ACCESS POINT WiFi6E (External Antenna) Outdoor,Media/Entertainment,,,,,,,5,45,57,58,16,"1,218",3
14,WIRELESS ACCESS POINT WiFi6E (External Antenna) Outdoor,Professional Services,,,,,,8,65,76,122,216,393,203,273
14,WIRELESS ACCESS POINT WiFi6E (External Antenna) Outdoor,Retail,,,,,,21,4,14,55,144,457,294,172
14,WIRELESS ACCESS POINT WiFi6E (External Antenna) Outdoor,Service Provider,,,,,,,22,25,36,1,1,144,7
14,WIRELESS ACCESS POINT WiFi6E (External Antenna) Outdoor,Technical Services,,,,,,,19,27,55,34,53,194,119
14,WIRELESS ACCESS POINT WiFi6E (External Antenna) Outdoor,Transportation,,,,,,,5,115,27,154,187,255,281
14,WIRELESS ACCESS POINT WiFi6E (External Antenna) Outdoor,Unknown,,,,,,170,25,161,420,477,465,690,581
14,WIRELESS ACCESS POINT WiFi6E (External Antenna) Outdoor,Wholesale/Distribution,,,,,,239,100,507,350,185,143,246,314
15,SECURITY FIREWALL Next-Generation_1,Education- Public/Private,7,13,16,26,17,8,15,12,8,15,17,33,12
15,SECURITY FIREWALL Next-Generation_1,Energy/Utilities,7,5,0,2,8,7,0,27,2,4,8,6,12
15,SECURITY FIREWALL Next-Generation_1,Financial Services,23,49,61,51,18,40,67,41,15,54,56,38,28
15,SECURITY FIREWALL Next-Generation_1,Government,21,30,49,95,83,34,57,86,43,71,51,91,100
15,SECURITY FIREWALL Next-Generation_1,Health Care,0,33,16,6,0,8,6,19,10,15,18,24,13
15,SECURITY FIREWALL Next-Generation_1,Hospitality/Hotels & Leisure,2,1,,,,,,,,,2,0,
15,SECURITY FIREWALL Next-Generation_1,Manufacturing,12,4,14,12,10,21,63,33,15,19,23,17,27
15,SECURITY FIREWALL Next-Generation_1,Media/Entertainment,8,4,11,5,3,,2,9,0,2,6,1,6
15,SECURITY FIREWALL Next-Generation_1,Professional Services,23,25,13,18,26,22,20,26,5,58,87,78,32
15,SECURITY FIREWALL Next-Generation_1,Retail,3,2,2,14,5,0,4,2,14,2,18,13,21
15,SECURITY FIREWALL Next-Generation_1,Service Provider,,13,6,16,2,10,12,8,5,24,33,8,10
15,SECURITY FIREWALL Next-Generation_1,Technical Services,1,9,22,16,12,2,26,24,16,16,6,9,11
15,SECURITY FIREWALL Next-Generation_1,Transportation,2,2,2,1,0,2,3,8,0,1,8,1,6
15,SECURITY FIREWALL Next-Generation_1,Unknown,17,27,26,11,8,9,37,28,24,27,23,28,44
15,SECURITY FIREWALL Next-Generation_1,Wholesale/Distribution,0,4,4,14,0,12,2,6,0,4,,2,2
16,SWITCH Enterprise 48-Port PoE+ with 10G Uplink,Education- Public/Private,28,177,65,142,63,67,83,151,72,47,"1,050",81,79
16,SWITCH Enterprise 48-Port PoE+ with 10G Uplink,Energy/Utilities,4,,6,1,8,4,,18,2,25,2,0,2
16,SWITCH Enterprise 48-Port PoE+ with 10G Uplink,Financial Services,24,132,60,88,70,70,60,111,158,117,33,104,170
16,SWITCH Enterprise 48-Port PoE+ with 10G Uplink,Government,250,106,163,184,215,21,230,271,143,235,333,307,496
16,SWITCH Enterprise 48-Port PoE+ with 10G Uplink,Health Care,5,63,7,15,11,23,25,35,43,58,26,21,124
16,SWITCH Enterprise 48-Port PoE+ with 10G Uplink,Hospitality/Hotels & Leisure,25,,6,,,,,,,,,,13
16,SWITCH Enterprise 48-Port PoE+ with 10G Uplink,Manufacturing,904,324,"1,977",532,277,485,372,407,641,"1,010",593,749,369
16,SWITCH Enterprise 48-Port PoE+ with 10G Uplink,Media/Entertainment,2,52,0,5,3,0,4,7,1,7,0,,1
16,SWITCH Enterprise 48-Port PoE+ with 10G Uplink,Professional Services,26,98,89,40,56,63,188,123,89,145,266,153,62
16,SWITCH Enterprise 48-Port PoE+ with 10G Uplink,Retail,0,55,13,237,134,10,44,132,30,45,282,61,99
